序号,设备名称,设备编码,设备ID,站点名称,站点编码,站点ID,PMS设备编码,温度,主变设备巡视照片路径,主变设备巡视红外照片路径,油温,油位,绕组温度,巡视结果时间,数据来源
26793,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.9,Min 14.9,R03:Max 27.9,Min 14.9,R02:Max 36.1,Min 15.0,℃",,D:/upload/getImage.jpg,,6.414,,2025-10-31 00:00:00,local
26794,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.6,Min 13.9,R03:Max 31.6,Min 13.9,R02:Max 39.8,Min 14.0,℃",,D:/upload/getImage.jpg,,5.623,,2025-10-31 00:30:00,local
26795,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 28.3,Min 17.0,R03:Max 20.3,Min 17.0,R02:Max 28.5,Min 17.1,℃",,D:/upload/getImage.jpg,,5.579,,2025-10-31 01:00:00,local
26796,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.3,Min 19.2,R03:Max 24.3,Min 19.2,R02:Max 32.5,Min 19.3,℃",,D:/upload/getImage.jpg,,6.329,,2025-10-31 01:30:00,local
26797,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.6,Min 16.4,R03:Max 15.6,Min 16.4,R02:Max 23.8,Min 16.5,℃",,D:/upload/getImage.jpg,,6.157,,2025-10-31 02:00:00,local
26798,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.4,Min 12.9,R03:Max 16.4,Min 12.9,R02:Max 24.6,Min 13.0,℃",,D:/upload/getImage.jpg,,6.398,,2025-10-31 02:30:00,local
26799,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 20.3,Min 19.2,R03:Max 12.3,Min 19.2,R02:Max 20.5,Min 19.3,℃",,D:/upload/getImage.jpg,,6.267,,2025-10-31 03:00:00,local
26800,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.8,Min 10.2,R03:Max 21.8,Min 10.2,R02:Max 30.0,Min 10.3,℃",,D:/upload/getImage.jpg,,6.318,,2025-10-31 03:30:00,local
26801,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 34.1,Min 11.7,R03:Max 26.1,Min 11.7,R02:Max 34.3,Min 11.8,℃",,D:/upload/getImage.jpg,,6.061,,2025-10-31 04:00:00,local
26802,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 28.0,Min 17.5,R03:Max 20.0,Min 17.5,R02:Max 28.2,Min 17.6,℃",,D:/upload/getImage.jpg,,5.709,,2025-10-31 04:30:00,local
26803,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 22.5,Min 19.8,R03:Max 14.5,Min 19.8,R02:Max 22.7,Min 19.9,℃",,D:/upload/getImage.jpg,,6.162,,2025-10-31 05:00:00,local
26804,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.0,Min 12.4,R03:Max 13.0,Min 12.4,R02:Max 21.2,Min 12.5,℃",,D:/upload/getImage.jpg,,6.075,,2025-10-31 05:30:00,local
26805,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 21.0,Min 12.0,R03:Max 13.0,Min 12.0,R02:Max 21.2,Min 12.1,℃",,D:/upload/getImage.jpg,,6.248,,2025-10-31 06:00:00,local
26806,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.9,Min 17.6,R03:Max 30.9,Min 17.6,R02:Max 39.1,Min 17.7,℃",,D:/upload/getImage.jpg,,6.478,,2025-10-31 06:30:00,local
26807,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.8,Min 13.8,R03:Max 24.8,Min 13.8,R02:Max 33.0,Min 13.9,℃",,D:/upload/getImage.jpg,,6.108,,2025-10-31 07:00:00,local
26808,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.2,Min 14.7,R03:Max 19.2,Min 14.7,R02:Max 27.4,Min 14.8,℃",,D:/upload/getImage.jpg,,5.984,,2025-10-31 07:30:00,local
26809,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.2,Min 14.0,R03:Max 25.2,Min 14.0,R02:Max 33.4,Min 14.1,℃",,D:/upload/getImage.jpg,,5.5,,2025-10-31 08:00:00,local
26810,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.2,Min 17.6,R03:Max 24.2,Min 17.6,R02:Max 32.4,Min 17.7,℃",,D:/upload/getImage.jpg,,6.456,,2025-10-31 08:30:00,local
26811,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.4,Min 11.9,R03:Max 15.4,Min 11.9,R02:Max 23.6,Min 12.0,℃",,D:/upload/getImage.jpg,,6.438,,2025-10-31 09:00:00,local
26812,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 26.4,Min 12.9,R03:Max 18.4,Min 12.9,R02:Max 26.6,Min 13.0,℃",,D:/upload/getImage.jpg,,6.43,,2025-10-31 09:30:00,local
26813,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.8,Min 14.7,R03:Max 13.8,Min 14.7,R02:Max 22.0,Min 14.8,℃",,D:/upload/getImage.jpg,,6.157,,2025-10-31 10:00:00,local
26814,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.2,Min 16.1,R03:Max 23.2,Min 16.1,R02:Max 31.4,Min 16.2,℃",,D:/upload/getImage.jpg,,6.086,,2025-10-31 10:30:00,local
26815,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 27.6,Min 15.6,R03:Max 19.6,Min 15.6,R02:Max 27.8,Min 15.7,℃",,D:/upload/getImage.jpg,,5.964,,2025-10-31 11:00:00,local
26816,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 28.0,Min 10.4,R03:Max 20.0,Min 10.4,R02:Max 28.2,Min 10.5,℃",,D:/upload/getImage.jpg,,5.693,,2025-10-31 11:30:00,local
26817,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.2,Min 11.5,R03:Max 19.2,Min 11.5,R02:Max 27.4,Min 11.6,℃",,D:/upload/getImage.jpg,,5.716,,2025-10-31 12:00:00,local
26818,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.7,Min 11.2,R03:Max 26.7,Min 11.2,R02:Max 34.9,Min 11.3,℃",,D:/upload/getImage.jpg,,5.639,,2025-10-31 12:30:00,local
26819,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 27.3,Min 12.9,R03:Max 19.3,Min 12.9,R02:Max 27.5,Min 13.0,℃",,D:/upload/getImage.jpg,,6.372,,2025-10-31 13:00:00,local
26820,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.4,Min 16.9,R03:Max 14.4,Min 16.9,R02:Max 22.6,Min 17.0,℃",,D:/upload/getImage.jpg,,6.085,,2025-10-31 13:30:00,local
26821,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 29.5,Min 17.0,R03:Max 21.5,Min 17.0,R02:Max 29.7,Min 17.1,℃",,D:/upload/getImage.jpg,,6.33,,2025-10-31 14:00:00,local
26822,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 26.3,Min 14.8,R03:Max 18.3,Min 14.8,R02:Max 26.5,Min 14.9,℃",,D:/upload/getImage.jpg,,6.438,,2025-10-31 14:30:00,local
26823,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 37.2,Min 19.0,R03:Max 29.2,Min 19.0,R02:Max 37.4,Min 19.1,℃",,D:/upload/getImage.jpg,,5.973,,2025-10-31 15:00:00,local
26824,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 28.0,Min 19.6,R03:Max 20.0,Min 19.6,R02:Max 28.2,Min 19.7,℃",,D:/upload/getImage.jpg,,5.955,,2025-10-31 15:30:00,local
26825,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.1,Min 17.0,R03:Max 17.1,Min 17.0,R02:Max 25.3,Min 17.1,℃",,D:/upload/getImage.jpg,,5.521,,2025-10-31 16:00:00,local
26826,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.6,Min 15.2,R03:Max 22.6,Min 15.2,R02:Max 30.8,Min 15.3,℃",,D:/upload/getImage.jpg,,6.204,,2025-10-31 16:30:00,local
26827,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 22.5,Min 18.4,R03:Max 14.5,Min 18.4,R02:Max 22.7,Min 18.5,℃",,D:/upload/getImage.jpg,,6.399,,2025-10-31 17:00:00,local
26828,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 38.0,Min 16.4,R03:Max 30.0,Min 16.4,R02:Max 38.2,Min 16.5,℃",,D:/upload/getImage.jpg,,5.908,,2025-10-31 17:30:00,local
26829,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 32.7,Min 18.4,R03:Max 24.7,Min 18.4,R02:Max 32.9,Min 18.5,℃",,D:/upload/getImage.jpg,,5.564,,2025-10-31 18:00:00,local
26830,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.0,Min 12.5,R03:Max 17.0,Min 12.5,R02:Max 25.2,Min 12.6,℃",,D:/upload/getImage.jpg,,6.385,,2025-10-31 18:30:00,local
26831,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.1,Min 19.6,R03:Max 15.1,Min 19.6,R02:Max 23.3,Min 19.7,℃",,D:/upload/getImage.jpg,,6.163,,2025-10-31 19:00:00,local
26832,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 20.9,Min 16.6,R03:Max 12.9,Min 16.6,R02:Max 21.1,Min 16.7,℃",,D:/upload/getImage.jpg,,6.212,,2025-10-31 19:30:00,local
26833,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 39.0,Min 19.4,R03:Max 31.0,Min 19.4,R02:Max 39.2,Min 19.5,℃",,D:/upload/getImage.jpg,,5.894,,2025-10-31 20:00:00,local
26834,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.8,Min 18.0,R03:Max 28.8,Min 18.0,R02:Max 37.0,Min 18.1,℃",,D:/upload/getImage.jpg,,5.739,,2025-10-31 20:30:00,local
26835,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.4,Min 18.1,R03:Max 23.4,Min 18.1,R02:Max 31.6,Min 18.2,℃",,D:/upload/getImage.jpg,,6.406,,2025-10-31 21:00:00,local
26836,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.0,Min 17.8,R03:Max 23.0,Min 17.8,R02:Max 31.2,Min 17.9,℃",,D:/upload/getImage.jpg,,6.471,,2025-10-31 21:30:00,local
26837,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.5,Min 12.8,R03:Max 17.5,Min 12.8,R02:Max 25.7,Min 12.9,℃",,D:/upload/getImage.jpg,,6.016,,2025-10-31 22:00:00,local
26838,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.2,Min 16.6,R03:Max 15.2,Min 16.6,R02:Max 23.4,Min 16.7,℃",,D:/upload/getImage.jpg,,5.704,,2025-10-31 22:30:00,local
26839,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.0,Min 14.5,R03:Max 26.0,Min 14.5,R02:Max 34.2,Min 14.6,℃",,D:/upload/getImage.jpg,,5.524,,2025-10-31 23:00:00,local
26840,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.9,Min 12.1,R03:Max 16.9,Min 12.1,R02:Max 25.1,Min 12.2,℃",,D:/upload/getImage.jpg,,6.106,,2025-10-31 23:30:00,local
26841,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.0,Min 19.1,R03:Max 15.0,Min 19.1,R02:Max 23.2,Min 19.2,℃",,D:/upload/getImage.jpg,,6.45,,2025-11-01 00:00:00,local
26842,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.2,Min 14.4,R03:Max 27.2,Min 14.4,R02:Max 35.4,Min 14.5,℃",,D:/upload/getImage.jpg,,6.177,,2025-11-01 00:30:00,local
26843,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 30.0,Min 13.5,R03:Max 22.0,Min 13.5,R02:Max 30.2,Min 13.6,℃",,D:/upload/getImage.jpg,,5.922,,2025-11-01 01:00:00,local
26844,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.3,Min 13.3,R03:Max 26.3,Min 13.3,R02:Max 34.5,Min 13.4,℃",,D:/upload/getImage.jpg,,5.75,,2025-11-01 01:30:00,local
26845,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 37.2,Min 16.9,R03:Max 29.2,Min 16.9,R02:Max 37.4,Min 17.0,℃",,D:/upload/getImage.jpg,,5.815,,2025-11-01 02:00:00,local
26846,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 22.7,Min 16.7,R03:Max 14.7,Min 16.7,R02:Max 22.9,Min 16.8,℃",,D:/upload/getImage.jpg,,5.967,,2025-11-01 02:30:00,local
26847,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.6,Min 11.4,R03:Max 23.6,Min 11.4,R02:Max 31.8,Min 11.5,℃",,D:/upload/getImage.jpg,,5.956,,2025-11-01 03:00:00,local
26848,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 38.9,Min 15.5,R03:Max 30.9,Min 15.5,R02:Max 39.1,Min 15.6,℃",,D:/upload/getImage.jpg,,5.887,,2025-11-01 03:30:00,local
26849,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 34.4,Min 15.5,R03:Max 26.4,Min 15.5,R02:Max 34.6,Min 15.6,℃",,D:/upload/getImage.jpg,,6.428,,2025-11-01 04:00:00,local
26850,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 23.2,Min 12.5,R03:Max 15.2,Min 12.5,R02:Max 23.4,Min 12.6,℃",,D:/upload/getImage.jpg,,6.074,,2025-11-01 04:30:00,local
26851,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 21.2,Min 10.8,R03:Max 13.2,Min 10.8,R02:Max 21.4,Min 10.9,℃",,D:/upload/getImage.jpg,,6.222,,2025-11-01 05:00:00,local
26852,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 27.0,Min 19.4,R03:Max 19.0,Min 19.4,R02:Max 27.2,Min 19.5,℃",,D:/upload/getImage.jpg,,6.166,,2025-11-01 05:30:00,local
26853,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.7,Min 10.3,R03:Max 19.7,Min 10.3,R02:Max 27.9,Min 10.4,℃",,D:/upload/getImage.jpg,,6.197,,2025-11-01 06:00:00,local
26854,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.4,Min 13.8,R03:Max 23.4,Min 13.8,R02:Max 31.6,Min 13.9,℃",,D:/upload/getImage.jpg,,6.007,,2025-11-01 06:30:00,local
26855,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.0,Min 13.3,R03:Max 24.0,Min 13.3,R02:Max 32.2,Min 13.4,℃",,D:/upload/getImage.jpg,,6.201,,2025-11-01 07:00:00,local
26856,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 34.6,Min 14.8,R03:Max 26.6,Min 14.8,R02:Max 34.8,Min 14.9,℃",,D:/upload/getImage.jpg,,6.138,,2025-11-01 07:30:00,local
26857,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 28.1,Min 11.7,R03:Max 20.1,Min 11.7,R02:Max 28.3,Min 11.8,℃",,D:/upload/getImage.jpg,,5.538,,2025-11-01 08:00:00,local
26858,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.8,Min 13.9,R03:Max 21.8,Min 13.9,R02:Max 30.0,Min 14.0,℃",,D:/upload/getImage.jpg,,6.499,,2025-11-01 08:30:00,local
26859,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 22.2,Min 11.9,R03:Max 14.2,Min 11.9,R02:Max 22.4,Min 12.0,℃",,D:/upload/getImage.jpg,,5.607,,2025-11-01 09:00:00,local
26860,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.7,Min 10.5,R03:Max 23.7,Min 10.5,R02:Max 31.9,Min 10.6,℃",,D:/upload/getImage.jpg,,5.571,,2025-11-01 09:30:00,local
26861,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 29.1,Min 18.9,R03:Max 21.1,Min 18.9,R02:Max 29.3,Min 19.0,℃",,D:/upload/getImage.jpg,,6.232,,2025-11-01 10:00:00,local
26862,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 28.4,Min 13.6,R03:Max 20.4,Min 13.6,R02:Max 28.6,Min 13.7,℃",,D:/upload/getImage.jpg,,6.353,,2025-11-01 10:30:00,local
26863,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 31.5,Min 11.8,R03:Max 23.5,Min 11.8,R02:Max 31.7,Min 11.9,℃",,D:/upload/getImage.jpg,,5.966,,2025-11-01 11:00:00,local
26864,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 38.1,Min 12.7,R03:Max 30.1,Min 12.7,R02:Max 38.3,Min 12.8,℃",,D:/upload/getImage.jpg,,6.415,,2025-11-01 11:30:00,local
26865,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 28.0,Min 18.5,R03:Max 20.0,Min 18.5,R02:Max 28.2,Min 18.6,℃",,D:/upload/getImage.jpg,,6.084,,2025-11-01 12:00:00,local
26866,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 34.9,Min 16.7,R03:Max 26.9,Min 16.7,R02:Max 35.1,Min 16.8,℃",,D:/upload/getImage.jpg,,6.008,,2025-11-01 12:30:00,local
26867,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.2,Min 19.8,R03:Max 17.2,Min 19.8,R02:Max 25.4,Min 19.9,℃",,D:/upload/getImage.jpg,,6.008,,2025-11-01 13:00:00,local
26868,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.6,Min 16.7,R03:Max 23.6,Min 16.7,R02:Max 31.8,Min 16.8,℃",,D:/upload/getImage.jpg,,6.183,,2025-11-01 13:30:00,local
26869,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 36.9,Min 16.6,R03:Max 28.9,Min 16.6,R02:Max 37.1,Min 16.7,℃",,D:/upload/getImage.jpg,,5.608,,2025-11-01 14:00:00,local
26870,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 33.5,Min 19.2,R03:Max 25.5,Min 19.2,R02:Max 33.7,Min 19.3,℃",,D:/upload/getImage.jpg,,6.076,,2025-11-01 14:30:00,local
26871,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 27.9,Min 16.2,R03:Max 19.9,Min 16.2,R02:Max 28.1,Min 16.3,℃",,D:/upload/getImage.jpg,,6.032,,2025-11-01 15:00:00,local
26872,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 37.0,Min 17.3,R03:Max 29.0,Min 17.3,R02:Max 37.2,Min 17.4,℃",,D:/upload/getImage.jpg,,6.476,,2025-11-01 15:30:00,local
26873,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 21.3,Min 13.2,R03:Max 13.3,Min 13.2,R02:Max 21.5,Min 13.3,℃",,D:/upload/getImage.jpg,,6.085,,2025-11-01 16:00:00,local
26874,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 20.5,Min 14.4,R03:Max 12.5,Min 14.4,R02:Max 20.7,Min 14.5,℃",,D:/upload/getImage.jpg,,5.936,,2025-11-01 16:30:00,local
26875,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.7,Min 16.8,R03:Max 15.7,Min 16.8,R02:Max 23.9,Min 16.9,℃",,D:/upload/getImage.jpg,,6.103,,2025-11-01 17:00:00,local
26876,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 36.9,Min 16.8,R03:Max 28.9,Min 16.8,R02:Max 37.1,Min 16.9,℃",,D:/upload/getImage.jpg,,5.501,,2025-11-01 17:30:00,local
26877,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 39.3,Min 16.9,R03:Max 31.3,Min 16.9,R02:Max 39.5,Min 17.0,℃",,D:/upload/getImage.jpg,,6.465,,2025-11-01 18:00:00,local
26878,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 35.1,Min 14.7,R03:Max 27.1,Min 14.7,R02:Max 35.3,Min 14.8,℃",,D:/upload/getImage.jpg,,6.34,,2025-11-01 18:30:00,local
26879,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 24.5,Min 16.7,R03:Max 16.5,Min 16.7,R02:Max 24.7,Min 16.8,℃",,D:/upload/getImage.jpg,,5.522,,2025-11-01 19:00:00,local
26880,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 24.5,Min 14.4,R03:Max 16.5,Min 14.4,R02:Max 24.7,Min 14.5,℃",,D:/upload/getImage.jpg,,6.396,,2025-11-01 19:30:00,local
26881,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 33.3,Min 15.6,R03:Max 25.3,Min 15.6,R02:Max 33.5,Min 15.7,℃",,D:/upload/getImage.jpg,,6.027,,2025-11-01 20:00:00,local
26882,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 39.4,Min 11.1,R03:Max 31.4,Min 11.1,R02:Max 39.6,Min 11.2,℃",,D:/upload/getImage.jpg,,5.632,,2025-11-01 20:30:00,local
26883,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.8,Min 13.9,R03:Max 23.8,Min 13.9,R02:Max 32.0,Min 14.0,℃",,D:/upload/getImage.jpg,,5.966,,2025-11-01 21:00:00,local
26884,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 28.1,Min 18.8,R03:Max 20.1,Min 18.8,R02:Max 28.3,Min 18.9,℃",,D:/upload/getImage.jpg,,6.02,,2025-11-01 21:30:00,local
26885,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 25.1,Min 12.0,R03:Max 17.1,Min 12.0,R02:Max 25.3,Min 12.1,℃",,D:/upload/getImage.jpg,,5.866,,2025-11-01 22:00:00,local
26886,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 35.4,Min 15.7,R03:Max 27.4,Min 15.7,R02:Max 35.6,Min 15.8,℃",,D:/upload/getImage.jpg,,6.217,,2025-11-01 22:30:00,local
26887,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 23.7,Min 14.1,R03:Max 15.7,Min 14.1,R02:Max 23.9,Min 14.2,℃",,D:/upload/getImage.jpg,,5.509,,2025-11-01 23:00:00,local
26888,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 32.6,Min 19.6,R03:Max 24.6,Min 19.6,R02:Max 32.8,Min 19.7,℃",,D:/upload/getImage.jpg,,5.505,,2025-11-01 23:30:00,local
26889,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 30.1,Min 19.9,R03:Max 22.1,Min 19.9,R02:Max 30.3,Min 20.0,℃",,D:/upload/getImage.jpg,,5.756,,2025-11-02 00:00:00,local
26890,1号主变压器B相,1_____B_,,500kV长临河变电站,CLH_STATION,1,12M00000044543999,"R01:Max 25.5,Min 16.9,R03:Max 17.5,Min 16.9,R02:Max 25.7,Min 17.0,℃",,D:/upload/getImage.jpg,,6.194,,2025-11-02 00:30:00,local
26891,1号主变压器C相,1_____C_,,500kV长临河变电站,CLH_STATION,1,12M00000044544000,"R01:Max 23.0,Min 18.9,R03:Max 15.0,Min 18.9,R02:Max 23.2,Min 19.0,℃",,D:/upload/getImage.jpg,,6.245,,2025-11-02 01:00:00,local
26892,1号主变压器A相,1_____A_,,500kV长临河变电站,CLH_STATION,1,12M00000044543998,"R01:Max 31.9,Min 17.2,R03:Max 23.9,Min 17.2,R02:Max 32.1,Min 17.3,℃",,D:/upload/getImage.jpg,,5.613,,2025-11-02 01:30:00,local
